"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"WDR37--WDR37"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR4--CUX1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR41--HMGCR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR41--WDR41"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR43--LOC100131564"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR43--MBP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR43--SACM1L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR44--DOCK11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR45B--B3GNTL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR45L--4.Sep"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR45L--B3GNTL1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WDR45L--RAB40B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR47--C1orf194"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"WDR47--CCDC180"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR47--GNAI3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR47--RP11-389E17.1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR47--WDR47"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR48--WDR48"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR49--THSD4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR49--VEPH1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR53--RNU5E-1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR59--ASB9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR59--CFDP1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"4"
"WDR59--KARS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR59--RARA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR6--DEFA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR6--MT2A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR60--MYH9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR60--RASAL2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR60--VIPR2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR60--WDR60"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR61--RAD21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR62--AC002511.1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR62--CCND2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR62--HCST"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WDR62--TBCB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR7--XRCC5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--ADAMTS12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR70--C10orf25"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR70--CACNA2D4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--DDX17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--EIF2S3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--MALAT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--PGAP3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR70--PLCXD3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WDR74--8.Sep"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--ANKS1B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--DHTKD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--DOT1L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--GALC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--GLUL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--GNAI3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--GTF3C5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--IMMP2L"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--INTS7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--KNG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--LAMP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--LILRB3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--PAQR6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--PITRM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--RALGDS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--RMND5A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--SART3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--SRGAP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--SUGP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--TAPBPL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--TMCC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--TMEM25"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--TRMT12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR74--ZNF143"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR76--C14orf1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR76--PDIA3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR77--HERPUD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR77--WDR77"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR78--LRRC40"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR78--WDR78"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR82--NT5DC2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR82--TMEM110"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR83--DHPS"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"31"
"WDR85--PPP2R4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR88--ZNF592"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR90--RAB40C"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR92--NOP58"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDSUB1--BAZ2B"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"5"
"WDSUB1--GPD2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDSUB1--ILF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDTC1--TMEM39B"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WDYHV1--CDHR2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WEE1--EFHA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WFDC2--PI3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WFDC2--WFDC2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WFDC3--CDC26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--CHN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--CPLX1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"WHSC1--FAM53A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1--FOXP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--GSDMB"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1--NMRAL1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--NUP210L"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1--PIBF1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"5"
"WHSC1--PRKCZ"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--RNF4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--TACC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1--WHSC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--ADAM32"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--ANK1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--C15orf55"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--COX4I1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--CSMD1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--DDHD2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--DUSP26"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--FGFR1"	"4"	"2"	"10"	"0"	"0"	"0"	"0"	"16"
"WHSC1L1--GAB2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--LSM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--MUCL1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"WHSC1L1--NEGR1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--NUTM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--PLEKHA2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--PSD3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC1L1--RAB11FIP1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--SFRP1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--SNX20"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WHSC1L1--TTC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--WHSC1L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WHSC1L1--ZMAT4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WHSC2--POLN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIBG--OAZ1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIBG--SLC16A7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WIBG--WIBG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--CD99"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--CDC42EP4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--CDC6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--DSP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--EZH1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--IKZF3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--IL2RB"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--LRRC3C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--MSL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--NFAM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--PSMD11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--RAPGEFL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--SEZ6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WIPF2--SP2-AS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPF2--USP32"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WIPF2--WIPF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPI1--AC040934.1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIPI1--WIPI1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WISP3--PSMB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIZ--CYP4F3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WIZ--WIZ"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WLS--DIRAS3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"WNK1--ALDOC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--ATP6V1G1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--B4GALNT3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"WNK1--CCDC77"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK1--DNAJC3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--ERC1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK1--IQSEC3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK1--KDM5A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--NR3C1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--PIP4K2C"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WNK1--PRMT8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNK1--RAD52"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK1--STK38L"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK2--CENPP"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK2--SECISBP2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK2--SUSD3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNK4--MT1G"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNT11--TSPAN8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WNT5A--WNT5A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNT5B--HIPK3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNT5B--NINJ2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNT5B--PPP2R1A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WNT7B--DGCR8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WNT9A--HNRNPM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WRAP53--CHD3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WRAP73--RGPD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WRAP73--TOB2P1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WRB--KCNJ15"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WRB--NLK"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WRB--SH3BGR"	"156"	"0"	"5"	"0"	"0"	"0"	"0"	"161"
"WRN--ADAM9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WRNIP1--C6orf62"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSB1--FN3KRP"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WSB1--GATM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSB1--MED1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WSB1--NBR1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WSB1--RECK"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSB1--WSB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSB2--RFC5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WSB2--VSIG10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSB2--WSB2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WSCD1--PTDSS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WTAP--CBR4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WTAP--SOCS2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WTIP--KIAA0355"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWC1--ODZ2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"5"
"WWC1--SNTG2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WWC1--TRAF3IP3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWC3--CLEC18A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWC3--PRR13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWOX--ASPM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWOX--ATP11A"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WWOX--C15orf41"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WWOX--PKP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWOX--WWOX"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WWOX--ZFHX3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WWP1--CNBD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWP1--CPB2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WWP1--NUBPL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WWP1--WWP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWP2--GSG1L"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WWP2--NHP2L1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WWP2--TCIRG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWP2--TMCO7"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"4"
"WWP2--TSEN54"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWP2--ZNF629"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WWTR1--ANKUB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WWTR1--ATR"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WWTR1--WWTR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XAB2--FBXL13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XAF1--SLC8A1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XBP1--JUP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XBP1--MTERFD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XBP1--XBP1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"XBP1--ZNRF3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"XDH--LOC146880"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XG--PGM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XIAP--HSP90AB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XIRP1--IFT88"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XIRP2--XIRP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XIST--COPB2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XIST--MALAT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XKR4--DONSON"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XKR4--KHDRBS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XKR4--SBF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XKR6--XKR6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPA--CORO2A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPC--LGALS3BP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPC--RCOR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPNPEP1--ABCC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPNPEP1--CHI3L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPNPEP3--C22orf28"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPNPEP3--SPOCK1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPNPEP3--USO1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO1--HORMAD1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"XPO1--TARS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO1--TRAPPC9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO1--XPO1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"XPO5--HSPB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO5--MRPS10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPO5--RNF11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO5--VARS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPO6--AKAP13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO6--LRRC48"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPO6--NCOA3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO6--TXNDC16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO6--XPO6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"XPO7--DAB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO7--ETV4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPO7--NEO1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPO7--XPO7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"XPOT--C12orf56"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPOT--XPOT"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPR1--FAM5C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPR1--KIFAP3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XPR1--RFWD2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPR1--TOR3A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XPR1--TYW3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRCC5--ACADL"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XRCC5--FLJ33534"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRCC6--GPX5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"XRCC6--SIVA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRCC6BP1--HIGD1C"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XRCC6BP1--SRGAP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRN1--GNPTAB"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"XRN1--PRKCE"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XRN2--EEF1D"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRN2--TCERG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRN2--TMEM40"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XRRA1--CCAR2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRRA1--FAM168A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRRA1--RNF169"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XRRA1--SPCS2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"XXbac-B461K10.4--CTXN3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XXbac-B461K10.4--XBP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XXYLT1--FARP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XXYLT1--PLCD4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XXYLT1--XXYLT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XYLB--ACVR2B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XYLB--ITGA9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"XYLB--NT5C1B-RDH14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XYLT1--CSNK1D"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"XYLT1--FAM86C1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"YAE1D1--YAE1D1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"YAE1D1--ZNF208"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"YAF2--DMTF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"YAF2--SYT1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"YAP1--BIRC2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"YAP1--C11orf70"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"YAP1--CDON"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"YAP1--STIM1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"YARS--ADM5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"YARS--C19orf76"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"YARS--RNF19B"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"YARS--S100PBP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
